image,text,aisling,deoch
"-tentative-village-lore-keeper.png","- Tentative Village Lore Keeper","dylanlan","212"
"-tentative-village-memory.png","- Tentative Village Memory","nalyd","210"
"-tentative-village-philosopher.png","- Tentative Village Philosopher","kedian","3"
"the-bashelor-champion.png","The Bashelor Champion","disarray","186"
"theatre-director.png","Theatre Director","viveena","57"
"three-move.png","Three Move","punch",""
"told-fisks-secret.png","Told Fisk's Secret","blueskye","84"
"two-move.png","Two Move","machamp",""
"undine-mundane-birth.png","Undine mundane birth","ancalime",""
"undine-village-artist.png","Undine Village Artist","kedian","8"
"walks-the-path-of-necromancy.png","Walks the path of Necromancy","biomagus","17"
"warrior-by-oath-of.png","Warrior by oath of","falconlady","13"
"warrior-dedication.png","Warrior Dedication","xeram","34"
"warrior-guided-by.png","Warrior, guided by","magneticb","6"
"water-reverence-blue.png","Water Reverence blue","angrymon",""
"went-on-a-picnic-with.png","Went on a picnic with","ffnine","137"
"white-bat-form.png","White Bat Form","absobel",""
"white-dugon-by.png","White Dugon by","vileplume","213"
"wished-for-pudgys-health.png","Wished for Pudgy's Health","aceshimizu","89"
"wizard-by-oath-of.png","Wizard by oath of","duplicot","12"
"wizard-dedication.png","Wizard Dedication","krytos","20"
"wizard-guided-by.png","Wizard, guided by","biomagus","5"
"wizardry-researcher.png","Wizardry Researcher","aceshimizu",""
"won-pit-fights.png","Won Pit Fights","aeacus",""
"worthy-of-the-band-of-danaan.png","Worthy of the Band of Danaan","ancalime","31"
"worthy-of-the-cap-of-danaan.png","Worthy of the Cap of Danaan","bluejr","31"
"yellow-dugon-by.png","Yellow Dugon by","kurohige","128"
"zombie-slayer-record.png","Zombie Slayer Record","aceshimizu",""
